"Index","Date","Open","High","Low","Close","Volume","Adjusted"
1,2005-01-03,23.35,23.35,23.35,23.35,0,13.309586
2,2005-01-04,23.110001,23.110001,23.110001,23.110001,0,13.172786
3,2005-01-05,23.02,23.02,23.02,23.02,0,13.121485
4,2005-01-06,23.17,23.17,23.17,23.17,0,13.206986
5,2005-01-07,23.08,23.08,23.08,23.08,0,13.155685
6,2005-01-10,23.110001,23.110001,23.110001,23.110001,0,13.172786
7,2005-01-11,22.959999,22.959999,22.959999,22.959999,0,13.087284
8,2005-01-12,22.92,22.92,22.92,22.92,0,13.064485
9,2005-01-13,22.73,22.73,22.73,22.73,0,12.956184
10,2005-01-14,22.809999,22.809999,22.809999,22.809999,0,13.001784
11,2005-01-18,23.09,23.09,23.09,23.09,0,13.161385
12,2005-01-19,22.76,22.76,22.76,22.76,0,12.973284
13,2005-01-20,22.530001,22.530001,22.530001,22.530001,0,12.842183
14,2005-01-21,22.440001,22.440001,22.440001,22.440001,0,12.790883
15,2005-01-24,22.469999,22.469999,22.469999,22.469999,0,12.807982
16,2005-01-25,22.51,22.51,22.51,22.51,0,12.830783
17,2005-01-26,22.540001,22.540001,22.540001,22.540001,0,12.847884
18,2005-01-27,22.530001,22.530001,22.530001,22.530001,0,12.842183
19,2005-01-28,22.51,22.51,22.51,22.51,0,12.830783
20,2005-01-31,22.9,22.9,22.9,22.9,0,13.053084
21,2005-02-01,23.07,23.07,23.07,23.07,0,13.149985
22,2005-02-02,23,23,23,23,0,13.110085
23,2005-02-03,22.91,22.91,22.91,22.91,0,13.058784
24,2005-02-04,23.17,23.17,23.17,23.17,0,13.206986
25,2005-02-07,23.110001,23.110001,23.110001,23.110001,0,13.172786
26,2005-02-08,23.120001,23.120001,23.120001,23.120001,0,13.178486
27,2005-02-09,23.040001,23.040001,23.040001,23.040001,0,13.132886
28,2005-02-10,23.110001,23.110001,23.110001,23.110001,0,13.172786
29,2005-02-11,23.32,23.32,23.32,23.32,0,13.292486
30,2005-02-14,23.35,23.35,23.35,23.35,0,13.309586
31,2005-02-15,23.35,23.35,23.35,23.35,0,13.309586
32,2005-02-16,23.26,23.26,23.26,23.26,0,13.258286
33,2005-02-17,23.08,23.08,23.08,23.08,0,13.155685
34,2005-02-18,22.959999,22.959999,22.959999,22.959999,0,13.087284
35,2005-02-22,22.66,22.66,22.66,22.66,0,12.916283
36,2005-02-23,22.780001,22.780001,22.780001,22.780001,0,12.984684
37,2005-02-24,22.82,22.82,22.82,22.82,0,13.007484
38,2005-02-25,23.049999,23.049999,23.049999,23.049999,0,13.138585
39,2005-02-28,22.92,22.92,22.92,22.92,0,13.064485
40,2005-03-01,23.18,23.18,23.18,23.18,0,13.212686
41,2005-03-02,23.16,23.16,23.16,23.16,0,13.201285
42,2005-03-03,23.08,23.08,23.08,23.08,0,13.155685
43,2005-03-04,23.4,23.4,23.4,23.4,0,13.338086
44,2005-03-07,23.379999,23.379999,23.379999,23.379999,0,13.326686
45,2005-03-08,23.280001,23.280001,23.280001,23.280001,0,13.269686
46,2005-03-09,23.110001,23.110001,23.110001,23.110001,0,13.172786
47,2005-03-10,23.18,23.18,23.18,23.18,0,13.212686
48,2005-03-11,22.98,22.98,22.98,22.98,0,13.098684
49,2005-03-14,23.120001,23.120001,23.120001,23.120001,0,13.178486
50,2005-03-15,23.08,23.08,23.08,23.08,0,13.155685
51,2005-03-16,22.959999,22.959999,22.959999,22.959999,0,13.087284
52,2005-03-17,22.940001,22.940001,22.940001,22.940001,0,13.075885
53,2005-03-18,22.9,22.9,22.9,22.9,0,13.053084
54,2005-03-21,22.709999,22.709999,22.709999,22.709999,0,12.944783
55,2005-03-22,22.41,22.41,22.41,22.41,0,12.773783
56,2005-03-23,22.23,22.23,22.23,22.23,0,12.671182
57,2005-03-24,22.18,22.18,22.18,22.18,0,12.642682
58,2005-03-28,22.24,22.24,22.24,22.24,0,12.676882
59,2005-03-29,22.120001,22.120001,22.120001,22.120001,0,12.608482
60,2005-03-30,22.35,22.35,22.35,22.35,0,12.739583
61,2005-03-31,22.33,22.33,22.33,22.33,0,12.728182
62,2005-04-01,22.129999,22.129999,22.129999,22.129999,0,12.614181
63,2005-04-04,22.200001,22.200001,22.200001,22.200001,0,12.654082
64,2005-04-05,22.200001,22.200001,22.200001,22.200001,0,12.654082
65,2005-04-06,22.26,22.26,22.26,22.26,0,12.688282
66,2005-04-07,22.34,22.34,22.34,22.34,0,12.733882
67,2005-04-08,22.209999,22.209999,22.209999,22.209999,0,12.659781
68,2005-04-11,22.17,22.17,22.17,22.17,0,12.636982
69,2005-04-12,22.290001,22.290001,22.290001,22.290001,0,12.705383
70,2005-04-13,22.040001,22.040001,22.040001,22.040001,0,12.562882
71,2005-04-14,21.780001,21.780001,21.780001,21.780001,0,12.414681
72,2005-04-15,21.469999,21.469999,21.469999,21.469999,0,12.237979
73,2005-04-18,21.59,21.59,21.59,21.59,0,12.30638
74,2005-04-19,21.85,21.85,21.85,21.85,0,12.454581
75,2005-04-20,21.459999,21.459999,21.459999,21.459999,0,12.232279
76,2005-04-21,21.74,21.74,21.74,21.74,0,12.39188
77,2005-04-22,21.549999,21.549999,21.549999,21.549999,0,12.283579
78,2005-04-25,21.77,21.77,21.77,21.77,0,12.408981
79,2005-04-26,21.58,21.58,21.58,21.58,0,12.30068
80,2005-04-27,21.719999,21.719999,21.719999,21.719999,0,12.38048
81,2005-04-28,21.469999,21.469999,21.469999,21.469999,0,12.237979
82,2005-04-29,21.700001,21.700001,21.700001,21.700001,0,12.36908
83,2005-05-02,21.690001,21.690001,21.690001,21.690001,0,12.36338
84,2005-05-03,21.67,21.67,21.67,21.67,0,12.35198
85,2005-05-04,22.15,22.15,22.15,22.15,0,12.625581
86,2005-05-05,22.09,22.09,22.09,22.09,0,12.591382
87,2005-05-06,22.030001,22.030001,22.030001,22.030001,0,12.557182
88,2005-05-09,22.16,22.16,22.16,22.16,0,12.631282
89,2005-05-10,21.879999,21.879999,21.879999,21.879999,0,12.47168
90,2005-05-11,21.959999,21.959999,21.959999,21.959999,0,12.51728
91,2005-05-12,21.719999,21.719999,21.719999,21.719999,0,12.38048
92,2005-05-13,21.57,21.57,21.57,21.57,0,12.294979
93,2005-05-16,21.84,21.84,21.84,21.84,0,12.448881
94,2005-05-17,21.92,21.92,21.92,21.92,0,12.494481
95,2005-05-18,22.15,22.15,22.15,22.15,0,12.625581
96,2005-05-19,22.190001,22.190001,22.190001,22.190001,0,12.648382
97,2005-05-20,22.110001,22.110001,22.110001,22.110001,0,12.602782
98,2005-05-23,22.190001,22.190001,22.190001,22.190001,0,12.648382
99,2005-05-24,22.139999,22.139999,22.139999,22.139999,0,12.619881
100,2005-05-25,22.049999,22.049999,22.049999,22.049999,0,12.568581
101,2005-05-26,22.1,22.1,22.1,22.1,0,12.597082
102,2005-05-27,22.110001,22.110001,22.110001,22.110001,0,12.602782
103,2005-05-31,22.040001,22.040001,22.040001,22.040001,0,12.562882
104,2005-06-01,22.18,22.18,22.18,22.18,0,12.642682
105,2005-06-02,22.16,22.16,22.16,22.16,0,12.631282
106,2005-06-03,22.08,22.08,22.08,22.08,0,12.585681
107,2005-06-06,22.209999,22.209999,22.209999,22.209999,0,12.659781
108,2005-06-07,22.23,22.23,22.23,22.23,0,12.671182
109,2005-06-08,22.24,22.24,22.24,22.24,0,12.676882
110,2005-06-09,22.27,22.27,22.27,22.27,0,12.693982
111,2005-06-10,22.25,22.25,22.25,22.25,0,12.682582
112,2005-06-13,22.24,22.24,22.24,22.24,0,12.676882
113,2005-06-14,22.27,22.27,22.27,22.27,0,12.693982
114,2005-06-15,22.299999,22.299999,22.299999,22.299999,0,12.711082
115,2005-06-16,22.35,22.35,22.35,22.35,0,12.739583
116,2005-06-17,22.43,22.43,22.43,22.43,0,12.785183
117,2005-06-20,22.360001,22.360001,22.360001,22.360001,0,12.745283
118,2005-06-21,22.389999,22.389999,22.389999,22.389999,0,12.762382
119,2005-06-22,22.469999,22.469999,22.469999,22.469999,0,12.807982
120,2005-06-23,22.290001,22.290001,22.290001,22.290001,0,12.705383
121,2005-06-24,22.370001,22.370001,22.370001,22.370001,0,12.750983
122,2005-06-27,22.389999,22.389999,22.389999,22.389999,0,12.762382
123,2005-06-28,22.58,22.58,22.58,22.58,0,12.870683
124,2005-06-29,22.59,22.59,22.59,22.59,0,12.876383
125,2005-06-30,22.450001,22.450001,22.450001,22.450001,0,12.796583
126,2005-07-01,22.530001,22.530001,22.530001,22.530001,0,12.842183
127,2005-07-05,22.6,22.6,22.6,22.6,0,12.882084
